0,1,2,3,4,5,6
TABLE 2 | Positive hit of the screening.,,,,,,
Bait,Prey library,Identical colonies,Positive gene name,Positive gene,NCBI accession,Gene Code match
,,,,identiﬁed,NMmeber,
pGBKT7-ALP41,Universal Mouse,23,ALP1/,EUCOMM,JN956676.1,NO
,(Normalized) Clonetech No.,,,,,
,,,ALP 9,,,
,630482,,,,,
,,,ALP 2,KLHL 10,NM025727.3,YES
,,,ALP 3,PNPLA 8,NM026164.2,YES
,,,ALP 4,NIPAL 3,NM028995.3,NO
,,,ALP 5,FBLN 7,NM024237.4,YES
,,,ALP 7,CAR 8,NM007592.3,YES
,,,ALP 10,GSg 1,NM010352.2,YES
,,,ALP 12,LMPA 2,NM053261.2,YES
,,,ALP 13,COPS 5,NM013715.2,YES
,,,ALP 14,XPNPEP 1,NM133216.3,YES
,,,ALP 18,MCCC 2,NM030026.2,YES
,,,ALP 19,SLC34A2,NM011402.3,NO
,,,ALP 20,EIF 2,NM023502.1,YES
,,,ALP 23,D3Ertd254e,NM001101478.1,NO
,,,ALP 29,KCNJ 15,NM001271695.1,NO
,,,ALP 28,Chromosome 18,AC102081.15,NO
,,,ALP 27,YrDC,NM153566.2,YES
,,,ALP 25,BCA clone,,NO
,,,ALP 30,Chromosome 3,AC093365.10,NO
,,,ALP 31,TEX 38,NM029196.1,NO
,,,ALP 36,FOXred 1,NM172291.1,YES
,,,ALP 37,YIF1A,NM026553.4,NO
