0,1,2,3,4,5,6
,,"Table 4: Correlation coeﬃcient of Nc with C3s, T3s, A3s, and G3s base composition.",,,,
,,,,NC,,
Phage name,C3s,,T3s,,A3s,G3s
244,−.814∗∗,,.816∗∗,,.655∗∗,−0.126NS
Bxb1,−.509∗∗,,.727∗∗,,.867∗∗,−.532∗∗
Bxz2,−.631∗∗,,.636∗∗,,.829∗∗,−.315∗
Che9C,−.705∗∗,,.829∗∗,,.831∗∗,−0.19NS
Rosebush,−.599∗∗,,.688∗∗,,.609∗∗,−0.063NS
Omega,−.714∗∗,,.635∗∗,,.618∗∗,−0.141NS
Halo,−.564∗∗,,.394∗∗,,.690∗∗,−0.129NS
Barnyard,−.641∗∗,,.694∗∗,,.796∗∗,−.621∗∗
Bxz1,−.742∗∗,,.725∗∗,,.777∗∗,−0.123NS
Cjw1,−.808∗∗,,.774∗∗,,.629∗∗,−0.104NS
Corndog,−.484∗∗,,.788∗∗,,.621∗∗,−.320∗∗
Orion,−.817∗∗,,.726∗∗,,.673∗∗,0.147NS
Plot,−.666∗∗,,.709∗∗,,.717∗∗,−.401∗∗
Llij,−.278∗,,.348∗∗,,0.212NS,−0.041NS
Pipeﬁsh,−.372∗∗,,.527∗∗,,.567∗∗,−0.085NS
PMC,−.442∗∗,,.409∗∗,,−0.047,0.247NS
Qyrzula,−.657∗∗,,.743∗∗,,.665∗∗,−0.048NS
Wildcat,−0.216NS,,0.069NS,,.487∗∗,−.274∗
D29,−.564∗∗,,.391∗∗,,.690∗∗,−0.13NS
L5,−.642∗∗,,.668∗∗,,.735∗∗,−0.182NS
PBI1,−.662∗∗,,.718∗∗,,.702∗∗,−.387∗∗
PG1,−.815∗∗,,.735∗∗,,.616∗∗,0.214NS
Cooper,−.672∗∗,,.806∗∗,,.844∗∗,−0.165NS
Che12,−.711∗∗,,.708∗∗,,.628∗∗,−0.115NS
Catera,−.716∗∗,,.768∗∗,,.702∗∗,−0.125NS
TM4,−.575∗∗,,.635∗∗,,.601∗∗,−0.021NS
Bethlehem,−.583∗∗,,.700∗∗,,.758∗∗,−.468∗∗
Che8,−.404∗∗,,.410∗∗,,0.036NS,0.109NS
Tweety,−.359∗∗,,.353∗∗,,0.106NS,0.088NS
Giles,−.535∗∗,,.502∗∗,,.406∗∗,0.158NS
U2,−.514∗∗,,.783∗∗,,.880∗∗,−.544∗∗
Che9d,−0.102NS,,0.085,,.401∗∗,−0.194NS
Notable signiﬁcant relationships are marked by ∗∗,,P < .01 or ∗,"P < .05, NSNonsigniﬁcant.",,,
