0,1,2,3,4,5,6
Table 1.,IGK and IGL loci CH17 BAC clones and contig statistics,,,,,
Locus,Size (bp),,,Bp overlap with subsequent clone,Bp mismatch,GenBank accession
IGK proximal,,,,,,
CH17-118P18,204 603,,,129 222,0,AC244205.3
CH17-436P12,203 033,,,25 144,1,AC243970.3
CH17-405H5,255 429,,,63 619,1,AC245015.2
CH17-140P2,198 999,,,NA,NA,AC244255.3
IGK distal,,,,,,
CH17-158B1,211 421,,,134 551,1a,AC233264.2b
CH17-98L16,214 723,,,59 786,0,AC245506.3
CH17-216K2,202 759,,,142 980,1a,AC243981.3
CH17-68J4,181 341,,,NA,NA,AC247037.2
IGL,,,,,,
CH17-335O14,213 458,,,69 894,0,AC245452.3
CH17-424L4,192 598,,,63 215,0,AC245517.3
CH17-264L24,235 497,,,62 738,0,AC245060.1
CH17-238D3,189 776,,,79 534,1,AC245291.4
CH17-242N13,213 099,,,74 994,1,AC246793.1
CH17-420I24,210 075,,,170 533,0a,AC244250.3
CH17-475O7,206 505,,,50 665,0,AC244157.2
CH17-95F2,196 325,,,41 691,1,AC245028.2
CH17-355P2,215 750,,,NA,NA,AC245054.3
"Abbreviations:
IG,","immunoglobulin;
IGK,",IG kappa,loci;,"IGL,
IG lambda
loci; NA, not
applicable.",aBp mismatches do not,"include differences
involving"
