0,1,2,3
,,,Universal Neutralizing Epitope on EV71 VP3
Table 1. Representative strains of EV71 subgenotypes.,,,
Subgenogroup,Name,GenBank,Neutralization Titer Mab 10D3
A,BrCr,U22521.1,2‘6
B1,RG EV71-VP1 (B1),EU703813.1 backbone,2‘6
B2,7423/MS/87,U22522.1,2‘6
B3,RG EV71-VP1(B3),EU703813.1 backbone,2‘6
B4,5865/SIN/000009,AF316321.2,2‘6
B5,NUH0083/SIN/08,FJ461781.1,2‘6
C1,Y90-3761,AB433864.1,2‘6
C2,NUH0075/SIN/08,FJ172159.1,2‘8
C3,RG EV71-VP1(C3),EU703813.1 backbone,2‘8
C4,75-Yamagata-03,AB177813.1,2‘8
C5,3437/SIN/06,GU222654.1,2‘8
doi:10.1371/journal.pntd.0002895.t001,,,
