0,1,2,3,4,5,6,7,8,9
Table 4 Nucleotide and amino acid sequence identities (%) of various transmissible gastroenteritis virus (TGEV) strains,,,,,,,,,
,SC-Y,WH-1,Purdue,Purdue 115,H16,H165,M6,M60,TS
ORF1A,99.4/99.1,99.9/99.9,99.8/99.6,99.8/99.8,98.9/98.8,98.9/98.8,99.0/99.0,98.9/98.9,98.8/98.6
ORF1B,99.8/99.8,100.0/100.0,99.9/100.0,99.9/100.0,99.0/99.6,99.0/99.6,99.0/99.6,99.0/99.6,98.9/99.6
S,99.7/99.4,100.0/99.9,99.5/99.0,99.9/99.8,98.1/97.7,98.0/97.6,98.3/98.0,98.2/97.8,98.3/98.0
ORF3A,100.0/100.0,100.0/100.0,99.5/98.6,100.0/100.0,93.1/88.9,92.6/87.5,93.1/88.9,92.6/87.5,92.1/86.1
ORF3B,99.9/99.6,99.9/99.6,99.7/99.2,99.9/99.6,98.9/97.6,98.8/97.1,98.9/97.6,57.4/44.1,98.5/96.3
E,100.0/100.0,100.0/100.0,99.6/98.8,100.0/100.0,98.0/95.2,97.2/92.8,98.4/95.2,98.4/95.2,98.8/96.4
M,99.7/99.2,99.9/99.6,99.7/99.2,99.9/99.6,98.1/97.3,98.1/97.3,98.2/97.7,98.2/97.7,98.0/97.0
N,99.9/99.7,100.0/100.0,99.7/99.7,99.9/99.7,98.2/98.4,98.1/98.4,98.2/98.4,98.0/98.2,98.1/98.2
ORF7,100.0/100.0,100.0/100.0,100.0/100.0,100.0/100.0,96.2/93.7,96.2/93.7,95.8/93.7,95.8/92.4,96.2/93.7
