0,1,2,3,4,5,6,7,8,9,10
"Table 2: Percent (%) nucleotide identity of Ark DPI structural genes with other IBV strains a, b, c, d",,,,,,,,,,
BV Strains,S1,S2,3a,3b,3c,M,5a,5b,N,3'UTR
Ark99,97(96),96(95),92,99,96(92),97(97),93,97,98(98),97
Beaudette,81(79),95(94),91,84,88(83),91(93),85,93,93(95),97
BJ,77(75),85(89),88,76,87(79),90(93),NA,NA,89(93),87
Cal99*,87(84),94(93),92,99,94(90),97(96),100,98,95(98),89
CK/CH/LSD/05I,78(75),88(91),89,84,(87),96(96),99,100,100(99),90
Conn,81(77),96(96),92,99,100(100),100(100),100,100,100(100),NA
CU-T2*,96(94),93(93),88,98,92(87),88(87),97,99,95(96),97
DE072,62(50),75(76),NA,NA,NA,NA,98,98,NA,98
Gray,83(80),99(99),NA,NA,96(92),98(98),97,99,97(97),98
GAV-92,94(92),NA,NA,NA,NA,NA,NA,NA,NA,NA
H120,81(78),NA,NA,NA,NA,92(94),NA,NA,93(96),83
HK*,81(78),96(96),99,100,100(100),100(100),100,100,100(100),NA
Holte,83(80),95(95),NA,NA,NA,NA,NA,NA,NA,NA
Ind/TN/92/03,NA,NA,NA,NA,NA,NA,NA,NA,92(94),NA
IS/1366,78(75),NA,NA,NA,NA,NA,NA,NA,92(95),NA
Jilin*,100(99),100(100),100,100,100(100),100(100),100,100,100(100),100
JMK,84(82),100(100),NA,NA,NA,97(98),NA,NA,NA,NA
KB8523,81(78),91(92),NA,NA,NA,93(95),NA,NA,95(96),NA
LX4,77(76),85(88),86,76,88(80),91(91),82,90,89(93),NA
M41,81(78),95(94),91,85,88(83),91(95),90,97,94(95),97
Qu16,84(81),NA,NA,NA,NA,NA,NA,NA,NA,NA
SAIBK,79(77),87(91),86,83,85(80),89(93),84,96,87(92),88
TW2296/95,79(77),86(90),86,85,(83),91(92),82,96,89(92),NA
UK/2/91,78(76),NA,NA,NA,NA,NA,NA,NA,NA,NA
Vic,81(79),89(92),88,88,88(88),89(95),87,94,90(94),NA
,a Sequences with > 95% identity are indicated in bold letters,,,,,,,,,
,b Amino acid sequences within the parenthesis,,,,,,,,,
c NA-Not Analyzed,,,,,,,,,,
,d Parental strains of Ark DPI are shown in bold letters and immediate derivative of Ark DPI is indicated by asterisk (*).,,,,,,,,,
