0,1,2,3,4,5,6,7,8,9,10
"three specimens of the same patient, obtained at different",,,,,,possibility that this change affects the biological outcome,,,,
,"Table 2. Variation in S-gene sequences from 20 individual SARS patientsa,b",,,,,,,,,
,,21494,21702,21858,22908,23198,24018,24247,24469,24540
Pt. no.,Samp. no.,C→T,A→G,A→T,A→G,T→C,A→T,T→C,A→G,A→G
1,SW6,–,–,–,–,–,–,–,–,–
2,SW17,9/2c,+,–,–,–,–,+,–,–
3,PL1,8/39,8/43,48/2,+,+,+,+,+,+
4,PL10,14/7,+,–,+,+,2/8,+,+,+
,PL17,+,+,–,–,–,+,+,+,+
,SP4,–,+,–,+,–,+,+,+,+
5,PL9,+,+,–,+,+,+,+,+,+
,SP1,–,+,–,+,+,–,+,+,+
6,PL5,–,+,–,+,+,8/4,+,+,+
,SP9,–,+,–,+,+,+,+,+,+
7,PL7,–,+,–,+,+,4/6,+,+,+
8,PL8,7/28,+,33/2,+,+,+,+,+,+
9,SP15,–,+,–,–,–,–,–,–,–
,SP32,–,+,–,–,–,–,–,–,–
10,SP6,–,–,–,–,–,–,–,–,–
,SP62,–,–,–,–,–,–,–,–,–
,SW73,–,–,–,–,–,–,–,–,–
11,SP67,–,+,–,–,–,–,–,–,–
12,SW76,–,+,–,–,–,–,–,–,–
13,ST123,–,+,–,–,–,–,–,–,–
14,PL57,–,+,–,–,+,+,+,+,+
,SW77,–,+,–,–,+,+,+,+,+
15,SP61,–,+,–,–,–,–,–,–,–
16,PL59,–,–,–,–,–,–,–,–,–
17,SP28,–,+,–,–,–,–,–,–,–
18,SP43,–,+,–,–,–,–,–,–,–
19,ST158,–,+,–,+,+,+,+,+,+
,SP13,19/4,14/10,10/13,+,+,+,6/16,+,14/8
20,SP8,–,+,–,–,–,–,–,–,–
,aThe results were determined by analysis of cloned sequences; + represents that nucleotide substitution at the variant site is detected and – represents that the nucleotide,,,,,,,,,
