0,1,2,3,4,5,6,7
genes of,,the other species. Within each of,,"the families,",,,
Table 1 Summary of Final Assemblies in Myotis lucifugus and Pteropus vampyrus.,,,,,,,
Species,,Family,#assemblies,#Intact ORFs,#Pseudogenes,#Partial,length (AA)
M.,lucifugus,IFNB,1,1,0,0,186
,,IFNE,2,2,0,0,193
,,IFNK,2,2,0,0,208
,,IFNA,2,0,2,0,-
,,IFNW,25,12,7,9,195
,,IFND,19,11,3,5,1711
P. vampyrus,,IFNB,1,1,0,0,185
,,IFNE,1,1,0,0,193
,,IFNK,1,1,0,0,201
,,IFNA,7,7,0,0,189
,,IFNW,28,18,8,1,1852
,,IFND,14,5,7,2,1713
1.,two genes encode polypeptides of,,length 190,,,,
