0,1,2,3,4,5,6,7
,,,,,,,and/or
"Benjaﬁeld et al.,",rs1978124,Australian white,Both,Case-control,152:193,Hypertension,No
2004,rs2285666,Anglo-Celtic origin,,,,,
,rs879922,,,,,,
,rs714205,,,,,,
"Lieb et al., 2006",rs2285666,German Caucasian,Both,Cross-sectional,1674,Blood pressure in,No
,rs4646156,,,,,Healthy subjects in the,
,rs879922,,,,,MONICA Augsburg,
,rs4240157,,,,,echocardiographic,
,rs233575,,,,,substudy,
"Huang et al.,",rs1978124,Chinese population,Both,Case-control,494:484,Hypertension,No
2006,rs2285666,of Han ethnicity,,,,,
"Yi et al., 2006",rs2285666,Chinese populations,Both,Case-control,(a) 198:131,Hypertension,Yes
,,of (a) Han ethnicity,,,(b) 120:102,,
