0,1,2,3
Table 1. Reference sequences for,the hexon/ﬁber genes and complete genomes from GenBank,,
,Accession No.,,Accession No.
Strain,(Hexon/Fiber),Strain,(Complete genome)
South Dakota/6380/1997,FJ841899/FJ841907,HAdV-14,AY803294
Spain/273/1969,FJ841900/FJ841908,HAdV-11,AF532578
Taiwan/760/2002,FJ841905/FJ841913,HAdV-3,AY599834
Taiwan/2474/2001,FJ841906/FJ841914,HAdV-7,AY594255
Singapore/1218/2005,FJ607010/FJ603105,QS-DLL,FJ643676
Singapore/1223/2005,FJ607012/FJ603104,SGN1222,FJ597732
CQ-814,JX120175/JX120166,CQ-814,JX123027
CQ-1657,JX120175/JX120170,CQ-1657,JX123028
CQ-1674,JX120177/JX120167,CQ-2903,JX123029
CQ-1741,JX120172/JX120168,China/P14/2011,JX491639
CQ-1747,JX120173/JX120169,HAdV-16,AY601636
CQ-2903,JX120176/JX120171,HAdV-21,AY601633
HAdV-14p,FJ841903/FJ841911,HAdV-4,AY594253
,,HAdV-26,EF153474
,,HAdV-12,AC_000005
,,HAdV-40,NC_001454
,,HAdV-34,AY737797
,,HAdV-35,AY128640
,,HAdV-5,AY601635
,,HAdV-52,DQ923122
