0,1,2,3,4,5,6,7,8,9
Table 3. Frequency Distribution in the Study Cohort of,,,,,the 25 SNPs Used to Test,,for Population Stratification,,
Name,rs Number,Location,ObsHETa,PredHETb,HWPc,MAF,MAF,v2,p-Value
,,,,,,Cases (%),Controls (%),,
SNP1,rs2048022,Chr4,0.509,0.497,0.588,43.4,48.3,3.469,0.0625
SNP2,rs1380229,Chr8,0.429,0.468,0.034,36.1,38.4,0.815,0.3667
SNP3,rs650389,Chr10,0.276,0.287,0.369,15.2,19.5,4.518,0.0335
SNP4,rs870384,Chr12,0.511,0.499,0.591,48.3,46.8,0.311,0.5771
SNP5,rs695982,Chr12,0.416,0.419,0.888,32.1,27.7,3.376,0.0662
SNP6,rs708682,Chr15,0.216,0.212,0.826,11.8,12.3,0.086,0.7693
SNP7,rs715774,Chr15,0.244,0.257,0.209,14.3,16.1,0.883,0.3473
SNP8,rs1433456,Chr15,0.313,0.317,0.784,19.9,19.7,0.011,0.9169
SNP9,rs807131,Chr17,0.478,0.453,0.183,35.5,33.9,0.398,0.5279
SNP10,rs11672183,Chr19,0.214,0.209,0.649,12,11.7,0.018,0.8947
SNP11,rs2024628,Chr20,0.513,0.494,0.333,42.2,46.5,2.627,0.1051
SNP12,rs1028184,Chr2,0.461,0.464,0.9,34.2,39,3.53,0.0603
SNP13,rs2056773,Chr3,0.492,0.473,0.32,39.5,37.1,0.808,0.3687
SNP14,rs1479067,Chr5,0.398,0.395,0.972,25.9,28.4,1.099,0.2945
SNP15,rs327747,Chr7,0.374,0.399,0.111,25.8,29.2,2.084,0.1488
SNP16,rs12665321,Chr6,0.239,0.234,0.693,14.2,12.9,0.462,0.4969
SNP17,rs1566838,Chr9,0.475,0.497,0.265,46.5,45.8,0.081,0.7762
SNP18,rs12785524,Chr11,0.452,0.483,0.106,39,42.4,1.708,0.1912
SNP19,rs975423,Chr13,0.429,0.464,0.056,35.1,37.8,1.134,0.2868
SNP20,rs914904,Chr13,0.397,0.409,0.462,29.2,28.2,0.179,0.6723
SNP21,rs876287,Chr14,0.459,0.484,0.182,41.3,40.9,0.024,0.8765
SNP22,rs1582598,Chr16,0.378,0.394,0.321,27.5,26.5,0.164,0.6852
SNP23,rs1364198,Chr16,0.361,0.364,0.908,25.2,22.7,1.242,0.2652
SNP24,rs739259,Chr22,0.469,0.469,1,36.1,39,1.217,0.27
SNP25,rs169479,Chr21,0.217,0.217,1,13.3,11.5,1.064,0.3024
