0,1,2,3,4,5,6
,Table 1. The Sabin amino acid substitutions induce small changes in RdRp catalytic rates and ﬁdelity.,,,,,
,,,"Kd,app","kpol/Kd,app","kpol,corr./","(kpol/Kd,app)corr./"
Variant,NTP,kpol (s´1),,,,
,,,(µM),(µM´1¨ s´1),"kpol,incorr.","(kpol/Kd,app)incorr."
WT,,5.9 ˘ 0.1 ˆ 101,36 ˘ 2,1.6,–,–
D53N,,6.2 ˘ 0.1 ˆ 101,39 ˘ 2,1.6,–,–
Y73H,,4.6 ˘ 0.1 ˆ 101,40 ˘ 2,1.2,–,–
K250E,,7.6˘ 0.1 ˆ 101,58 ˘ 3,1.3,–,–
,ATP,,,,,
T362I,,6.7 ˘ 0.1 ˆ 101,33 ˘ 2,2.0,–,–
D53N/T362I,,7.2 ˘ 0.1 ˆ 101,44 ˘ 2,1.6,–,–
D53N/Y73H/T362I,,8.4 ˘ 0.2 ˆ 101,47 ˘ 4,1.8,–,–
Sabin,,7.4 ˘ 0.1 ˆ 101,39 ˘ 2,1.9,–,–
WT,,8.9 ˘ 0.1 ˆ 10´1,134 ˘ 4,6.7 ˆ 10´3,70,240
D53N,,9.3 ˘ 0.2 ˆ 10´1,101 ˘ 9,9.3 ˆ 10´3,70,170
Y73H,,7.3 ˘ 0.1 ˆ 10´1,117 ˘ 5,6.2 ˆ 10´3,60,190
K250E,,1.4 ˘ 0.0,174 ˘ 6,8.0 ˆ 10´3,50,160
,21-dATP,,,,,
T362I,,1.5 ˘ 0.0,112 ˘ 4,1.3 ˆ 10´2,40,150
D53N/T362I,,1.5 ˘ 0.0,132 ˘ 6,1.1 ˆ 10´2,50,150
D53N/Y73H/T362I,,1.4 ˘ 0.0,101 ˘ 9,1.4 ˆ 10´2,60,130
Sabin,,2.0 ˘ 0.0,145 ˘ 4,1.4 ˆ 10´2,40,140
WT,,1.1 ˘ 0.1 ˆ 10´2,142 ˘ 15,7.7 ˆ 10´5,5400,"21,000"
D53N,,7.3 ˘ 0.8 ˆ 10´3,91 ˘ 35,8.0 ˆ 10´5,8400,"20,000"
Y73H,,8.2 ˘ 0.5 ˆ 10´3,154˘31,5.3 ˆ 10´5,5600,"23,000"
K250E,,9.9 ˘ 0.8 ˆ 10´3,160˘41,6.1 ˆ 10´5,7700,"21,000"
,GTP,,,,,
T362I,,1.8 ˘ 0.1 ˆ 10´2,149 ˘ 25,1.2 ˆ 10´4,3700,"17,000"
D53N/T362I,,1.2 ˘ 0.1 ˆ 10´2,115 ˘ 21,1.0 ˆ 10´4,6000,"16,000"
D53N/Y73H/T362I,,1.1 ˘ 0.1 ˆ 10´2,128˘12,8.6 ˆ 10´5,7600,"21,000"
Sabin,,1.3 ˘ 0.1 ˆ 10´2,127 ˘ 16,1.0 ˆ 10´4,5700,"19,000"
WT,21-C-methyl,1.2 ˘ 0.0,160 ˘ 9,7.5 ˆ 10´3,50,210
Sabin,ATP,1.9 ˘ 0.0,129 ˘ 5,1.5 ˆ 10´2,40,130
"2.3. D53N, Y73H and K250E PV RdRp Present Different Fidelities for Sugar and Nucleobase Selection",,,,,,
"The
functional",differences,"between
the",Sabin,"I, D53N/Y73H/T362I,",and,"T362I
variants"
suggested that,"the D53N, Y73H, and K250E substitutions all affect RdRp function.",,,,,"As such, we"
