0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,Table 2. Comparison of pairwise amino acid distances (p-distance) of,,,,,,,"three genes between PBoV1-H18, PBoV2-A6 and other",,,,,,
bocaviruses.,,,,,,,,,,,,,,
,PBoV1-H18,PBoV2-A6,PBo-likeV,PBoV1,PBoV2,6V,7V,HBoV1,HBoV2,HBoV3,HBoV4,GBoV1,CnMV,BPV1
PBoV1-H18,,,,,,,,,,,,,,
NS1,-,51.8,-,52.9,51.7,-,-,59.6,58.6,59.4,59.2,59.7,55.8,65.8
NP1,-,62.3,0,64.2,62.2,-,-,67.9,67.6,68.7,66.2,68.8,64.8,67.6
VP1,-,52.3,-,52.0,52.7,63.1,63.4,61.8,62.8,62.4,62.7,62.3,53.6,63.2
PBoV2-A6,,,,,,,,,,,,,,
NS1,51.8,-,-,6.8,5.8,-,-,58.7,58.3,60.1,58.3,62.2,55.9,66.7
NP1,62.3,-,62.3,7.9,10.1,-,-,54.7,58.1,55.1,56.7,57.5,51.9,58.1
VP1,52.3,-,-,2.7,7.1,59.2,59.5,52.1,53.1,53.7,52.7,53.5,46.9,55.0
