0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,,,Imported dengue cases,,,,,,Domestic dengue cases,,
,,,Active surveillance1,,,,Passive surveillance2,,,,,,
,,,,Dengue positive,,,,Dengue positive,,,,,
3 Region,City/ County,2007,2008,2009,2010,2007,2008,2009,2010,2007,2008,2009,2010
Northern,Taipei City,12,18,17,22,17,28,13,36,0,20,0,2
Northern,Taipei County,14,22,12,23,13,27,4,36,0,12,1,15
Northern,Yilan County,1,1,0,2,1,0,18,1,0,0,0,0
Northern,Keelung City,1,2,2,1,2,2,2,2,0,1,0,0
Northern,Kinmen County,0,0,1,0,0,0,11,1,0,0,0,0
Northern,Lienchiang County,0,0,0,0,0,0,4,0,0,0,0,0
Northern,Taoyuan County,7,18,23,23,5,11,4,15,0,2,1,1
Northern,Hsinchu County,2,4,3,3,0,5,6,5,0,0,0,1
Northern,Hsinchu City,1,2,2,0,0,0,0,2,0,0,0,0
Northern,Miaoli County,2,1,1,4,1,3,7,3,0,0,0,0
Central,Taichung County,5,6,6,16,10,12,2,19,0,1,0,0
Central,Taichung City,0,1,7,,5,3,8,,2,0,0,0
Central,Nantou County,2,1,3,3,2,2,0,2,0,0,10,0
Central,Changhua County,2,3,6,6,2,3,0,3,0,0,0,0
Central,Yunlin County,0,3,2,1,3,1,1,4,2,0,0,0
Southern,Chiayi County,1,0,2,4,7,0,0,4,0,0,0,1
Southern,Chiayi City,0,2,0,1,0,0,1,3,0,0,0,0
Southern,Tainan County *,3,5,3,9,9,4,2,9,1459,23,8,380
Southern,Tainan City *,10,4,2,,11,2,0,,345,4,2,107
Southern,Kaohsiung County*,4,1,4,8,5,3,2,23,40,98,125,83
Southern,Kaohsiung City *,5,3,9,,7,12,0,,141,326,623,984
Southern,Pingtung County*,0,3,4,1,6,6,5,6,1,1,76,10
Southern,Penghu County,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,Hualien County,0,1,1,1,1,1,1,1,0,0,0,0
Eastern,Taitung County,0,0,0,1,0,0,4,0,0,0,1,0
,Total,72,101,110,129,107,125,95,175,"1,990",488,847,"1,584"
1. Active surveillance:,,imported dengue cases detected in border screening.,,,,,,,,,,,
