0,1,2,3,4,5,6,7
Table 2.,IFITM proteins undergo purifying selection.,,,,,,
Codon,E[dS],E[dN],E[dN-dS],Posterior Pr{dN>dS},Bayes Factor {dN>dS},Posterior Pr{dN<dS},Bayes Factor {dN<dS}
IFITM1,,,,,,,
5,2.48,0.22,-2.26,0,0,1,2196.89
6,2.48,0.22,-2.26,0,0,1,2535.89
7,2.48,0.22,-2.26,0,0,1,9062.38
15,2.48,0.47,-2.01,0,0,1,1669.77
19,2.48,0.22,-2.26,0,0,1,14377.9
26,2.48,0.22,-2.26,0,0,1,10249.7
51,2.48,0.22,-2.26,0,0,1,3188.27
56,2.48,0.22,-2.27,0,0,1,121576000
60,2.48,0.22,-2.26,0,0,1,16899.5
71,2.48,0.22,-2.26,0,0,1,17067.2
75,2.48,0.22,-2.27,0,0,1,16899
81,2.48,0.22,-2.27,0,0,1,17727.4
98,2.48,0.22,-2.26,0,0,1,25917600
102,2.48,0.23,-2.25,0,0,1,11536.9
105,2.48,0.22,-2.26,0,0,1,3956.29
106,2.48,0.22,-2.26,0,0,1,1851.16
118,2.44,0.46,-1.98,0.02,0.01,0.98,80.48
IFITM3,,,,,,,
14,2.05,0.09,-1.96,0,0.01,1,108.21
17,2.02,0.1,-1.92,0,0.02,1,59.42
29,2.05,0.1,-1.95,0,0.01,1,101.33
77,2.03,0.09,-1.95,0,0.01,1,84.3
