0,1,2,3,4,5,6
"Table 3. Comparison of S1 and S3 genes of MRV2Tou05, a novel human type 2 reovirus, with the most representative mammalian",,,,,,
reovirus strains*,,,,,,
,,GenBank accession no.,,% Similarity to MRV2Tou05 S1,,% Similarity to MRV2Tou05 S3
Strain,S1,S3,Nucleotide,Protein,Nucleotide,Protein
T1C50,AY862133,NA,57,50,NA,NA
T1N84,AY862136,NA,58,53,NA,NA
T1N85,AY862135,U35346,57,51,98,99
T1C11,NA,U35359,NA,NA,91,98
T1C62,NA,U35356,NA,NA,91,99
T1C23,AY862134,NA,57,50,NA,NA
T2N73,AY862137,U35350,67,66,99,99
T2N84,AY862138,U35347,67,66,98,99
T2W,DQ220017,DQ220018,66,62,75,88
T2302II,EU049604,NA,83,89,NA,NA
T2302I,EU049603,NA,83,89,NA,NA
BYD1,DQ312301,DQ664191,66,67,84,95
SC-A,DQ911244,DQ411553,42,25,91,97
T3Co96,AY302467,NA,43,28,NA,NA
T3A,L37677,NA,48,25,98,97
T3C18,L37684,NA,42,26,NA,NA
T3C8,L37679,U35355,42,24,85,97
T3C31,L37683,NA,41,25,NA,NA
T3C9,L37676,U35352,40,25,82,97
T3C93,L37675,NA,42,25,NA,NA
T3C44,L37681,NA,42,26,NA,NA
T3C45,L37680,NA,42,25,NA,NA
T3C43,L37682,NA,42,25,NA,NA
T3C84,L37678,U35354,42,25,85,97
T3N83,NA,U35349,NA,NA,85,98
