0,1,2,3,4,5,6,7,8
Table 1 Nucleotide sequence identities (%),,,,"for TBTV-JC, TBTV-MD-I, TBTV-MD-II and previously reported TBTV isolates based on the",,,,
full-length genome and 3’UTR sequence,,,,,,,,
,TBTV-JC,TBTV-MD-I,TBTV-MD-II,TBTV-Ch,TBTV-YWSh,TBTV-YYXi,TBTV-YLLi,TBTV-YWDu
,(KM016224),(KM016225),(KM067277),(NC004366),(FN256356),(FN597051),(FM242699),(FM242700)
TBTV-JC,,97.3,94.8,96.6,97.3,95.4,97.2,89.2
TBTV-MD-I,97.3,,94.9,96.8,97.8,95.8,99.0,89.
TBTV-MD-II,94.7,94.9,,95.5,96.2,94.6,95.4,89.0
TBTV-Ch,96.7,96.9,94.7,,98.9,96.5,97.3,90.9
TBTV-YWSh,97.7,98.5,96.0,98.5,,97.1,98.2,90.6
TBTV-YYXi,96.7,97.5,95.0,98.8,98.6,,96.4,89.7
TBTV-YLLi,97.5,98.9,95.4,97.7,99.2,98.3,,90.0
TBTV-YWDu,96.6,96.7,94.6,99.8,98.3,98.6,97.5,
Note:,,,,,,,,
