0,1,2,3,4,5,6,7,8,9,10
Table 1: Relationship between dog CEA family members and human and mouse orthologs,,,,,,,,,,
,ortholog,L,N1,A1,B1,A2,B2,N2,TM,Cyt
CEACAM1,human,64 (47),73 (56),79 (68),83 (76),75 (60),,,63 (48),79 (61)
,mouse,57 (47),62 (42),74 (64),80 (66),71 (58),,,67 (64),78 (65)
CEACAM16,human,86 (83),88 (89),89 (91),88 (91),,,91 (92),,
,mouse,83 (58),83 (88),83 (87),81 (89),,,88 (96),,
CEACAM18,human,76 (58),77 (60),72 (57),73 (62),,,,69 (52),
,mouse,46 (47),71 (66),65 (55),68 (60),,,,51 (35),
CEACAM19,human,83 (66),82 (78),,,,,,81 (69),78 (65)
,mouse,51 (41),75 (68),,,,,,76 (59),75 (59)
CEACAM20,human,86 (76),79 (57),78 (62),79 (68),76 (65),77 (70),,72 (56),65 (41)
,mouse,59 (23),65 (35),69 (53),71 (54),72 (64),72 (66),,66 (51),56 (40)
