0,1,2,3,4,5,6,7
,,A. Canu followed by tBLASTx,,,B. tBLASTx followed by Canu,,
,,,,,,,Size genome/
Gene of,Contig,,Identity to,Contig,,Identity to,segment**
interest,Length,Reads,ref.*,Length,Reads,ref.*,
PEDV,27459,3046,98%,27385,5056,98%,28033
RVA - VP1,3409,45,97%,3675,158,98%,3302
RVA - VP2,2620,109,98%,2636,186,98%,2717
RVA - VP3,2345,46,96%,2675,159,98%,2591
RVA - VP4,2318,120,99%,2328,183,99%,2359
RVA - VP6,1301,69,99%,1371,123,98%,1356
RVA - VP7,1185,45,98%,1448,70,98%,1062
RVA - NSP1,1717,42,98%,1699,112,98%,1567
RVA - NSP2,1275,32,98%,1273,66,98%,1059
RVA - NSP3,1379,31,98%,1600,67,97%,1076
RVA - NSP4,860,20,95%,877,37,98%,750
RVA - NSP5,896,22,99%,865,32,98%,664
