0,1,2,3,4,5,6,7,8,9,10
T,"able	2.	CoVs	detected	in	bats,	Saudi	Arabia*",,,,,,,,,
,,,,,No.	samples	tested	(no.	positive),,,,Total	no.,
"Bat	family,	genus,",,,No.,Throat,Fecal,,,Roost,"samples,","Total	no.	positive	samples, n ="
species,,Location,bats,swab,pellets,,Urine  Serum,feces,"n	=	1,003",227	(closely	related	CoVs)†
October	2012,,,,,,,,,,
,Emballonuridae,,,,,,,,,
,Taphozous perforatus  Bisha ruins,,29,29	(0),25	(2),8	(0),22,10	(1),94,1	β-Cov (1	MERS	novel	CoV)
,,,,,,,,,,and	2	α-CoVs (1	bovine
,,,,,,,,,,"respiratory	CoV, 1	Kenya	bat"
,,,,,,,,,,CoV	BtKY86)
,Pteropodidae,,,,,,,,,
,Eidolon helvum,Bisha	town,25,25	(0),25	(5),13	(0),19,NA,82,1	β-Cov (1	Eidolon bat CoV-
,,center,,,,,,,,HKU1)	and 4	α-CoVs	(4	Kenya
,,,,,,,,,,bat	CoV	BtKY86)
,Rousettus,Bisha	town,3,3	(0),3	(0),1	(0),2,NA,9,NA
,aegyptiacus,center,,,,,,,,
,Rhinopomatidae,,,,,,,,,
,Rhinopoma,Naqi	and,36,36	(0),35	(0),4	(0),NA,15	(0),90,NA
,hardwickii,Old	Naqi,,,,,,,,
,Rh. microphyllum,Old	Naqi,1,1	(0),1	(0),NA,NA,NA,2,NA
,Vespertilionidae,,,,,,,,,
,Eptesicus bottae,Bisha ruins,1,1	(0),1	(0),1	(0),NA,32	(0),35,NA
,Pipistrellus kuhlii,Bisha ruins,1,1	(0),1	(0),NA,NA,NA,2,NA
April	2013,,,,,,,,,,
,Rhinopomatidae,,,,,,,,,
,Rh. hardwickii,Greater,NA,NA,NA,NA,NA,209,209,2	β-Covs	(2	canine	respiratory
,,Bisha area,,,,,,(93),,CoVs)	and 91α-CoVs	(5	canine
,,,,,,,,,,"CoVs,	2	Miniopterus bat CoVs,"
,,,,,,,,,,84	Chaerephon bat CoV)
,T. perforatus,Bisha ruins,NA,NA,NA,NA,NA,203	(0),203,NA
,Vespertilionidae,,,,,,,,,
,P. kuhlii,Greater,9,9	(0),NA,NA,NA,263,277,126	α-CoVs (69	alphaCoV
,,Unaizah,,,,,,(126),,"P.kuh-Spain, 3	canine	CoVs,"
,,area,,,,,,,,"37	bat	CoV	P.pyg/Germany, 1"
,,,,,,,,,,"human	CoV	NL63, 2	Rousettus"
,,,,,,,,,,"bat	CoV	HKU10, 11	porcine"
,,,,,,,,,,"epidemic	diarrhea	virus, 2"
,,,,,,,,,,"Cardioderma bat CoVs, 1"
,,,,,,,,,,Hipposideros bat	CoV	HKU10)
,,Greater,5,5	(0),NA,NA,NA,NA,NA,NA
,,Riyadh,,,,,,,,
