0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Table 1 Naive Bayes classifier accuracy,,,,,,,,,,,,,,
Germline,,AMC1,,,NAMC,,,"AMC, new2",,"NAMC, new",AM Test3,,,NAM Test
,C,,A,C,,A,C,A,C,A,C,A,C,A
J00248,5,,8,13,,15,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
M30446,0,,6,7,,10,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
X72813,0,,6,18,,19,1,8,19,19,1,2,N.A.,N.A.
X93620,12,,22,12,,16,31,33,15,16,9,11,N.A.,N.A.
X93627,6,,12,14,,14,17,19,13,14,4,7,N.A.,N.A.
X93632,0,,5,8,,9,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
X93640,6,,11,10,,13,9,17,12,13,4,6,N.A.,N.A.
Z22188,11,,15,10,,12,29,34,9,12,13,19,N.A.,N.A.
Z22191,0,,5,9,,9,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Z22197,7,,8,0,,6,14,26,10,17,12,18,11,11
Z22208,7,,13,12,,14,31,35,13,20,8,22,4,4
Z73673,26,,32,4,,21,49,50,25,34,12,18,10,13
Accuracy (%),,60.84 ± 35.96,,,74.05 ± 31.49,,,81.08 ± 29.32,,77.24 ± 13.04,61.16 ± 13.75,,,89.28 ± 13.32
1 Classifiers generated with the original,,,,training set comprised of 143 amyloidogenic and 158 non-amyloidogenic sequences,,,,,,,,,,
2 Classifiers generated with the original,,,,training set and the holdout,,,test set,,,,,,,
"3 Results using AMC/NAMC,",,,i.e. old classifiers,,,,,,,,,,,
