0,1,2,3,4,5,6,7,8
Table 2 Details of,,recombination events,,,,,,
,,,,Parental A,Parental A,Parental B,Parental B,Parental B
Event,Recombinant strain,Breakpoint,Parental A region,group,representative,region,group,representative
1,MF598597,21193,1–21193,Lineage 7,MF598605,21994–30125,Lineage 5,MF598644
2,MF598652,14055,1–14055,Lineage 7,MF598689,14056–30125,Lineage 5,MF598625
,MF598677,,,,,,,
3,MF598670,17236,1–17236,Lineage 7,MF598689,17236–30125,Lineage 5,MF598611
4,MF598683,19507,1–19507,Lineage 5,MF598657,19508–30125,Lineage 7,MF598605
5,MF598645,21192,1–21192,Lineage 7,MF598630,21192–30125,Lineage 5,MF598615
6,MF598649,21623,1–21623,Lineage 5,MF598666,21623–30125,Lineage 7,MF598647
7,MF598660,25623,1–25623,Lineage 5,MF598633,25623–30125,Lineage 7,MF598629
8,MF598700,22317,1–22317,Lineage 2,MF598647,22317–30125,Lineage 7,MF598699
9,MF598702,11876,1–11876,Lineage 5,MF598657,11876–30125,Lineage 7,MF598605
10,MF598712,"19113, 26040","1–19113, 26040–30125",Lineage 5,MF598666,19113–26040,Lineage 7,MF598709
