0,1,2,3,4,5,6,7,8,9
"Table 2: Percentage identity within the entire genome of seven different DENV-3 obtained from Taiwan, as compared with the",,,,,,,,,
prototype strain H87.,,,,,,,,,
,,,pairwise nucleotide identity (%),,,,,,
,Strain,1,2,3,4,5,6,7,8
1,H87,-,95.1,95.0,95.0,95.0,95.3,94.9,95.0
2,98TW182,95.0,-,98.0,98.0,98.0,94.2,94.1,98.0
3,98TW358,95.0,98.0,-,99.9,99.9,94.0,94.2,99.9
4,98TW364,95.0,98.0,100.0,-,99.9,94.0,94.2,99.9
5,98TW368,95.0,97.9,99.9,99.9,-,94.0,94.2,99.9
6,95TW466,95.3,94.0,93.8,93.8,93.8,-,93.9,94.0
7,99TW628,94.8,93.9,94.0,94.0,94.0,93.8,-,94.2
8,98TWmosq,94.9,97.9,99.9,99.9,99.9,93.8,94.0,-
