0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,,,Rep,,,C4,,,V2,,,CP,
,,,dc,dc,dNS/dS,dNS,dS,dNS/dS,dNS,dS,dNS/dS,dNS,dS,dNS/dS
,,,NS,S,,,,,,,,,,
ST,TYLCSV,15,0.00037,0.00104,0.356,0.00092,0.00000,-,0.00072,0.00000,-,0.00017,0.00000,-
,,30,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0
,,45 (1),0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0,0.00053,0.00086,0.616
,,45 (2),0.00000,0.00290,0,0.00080,0.00000,-,0.00000,0.00000,0,0.00052,0.00000,-
,TYLCV,15,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0,0.00022,0.00000,-
,,30,0.00000,0.00000,0,0.00000,0.00000,0,0.00075,0.00000,-,0.00015,0.00000,-
,,45 (1),0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0,0.00047,0.00000,-
,,45 (2),0.00000,0.00000,0,0.00000,0.00000,-,0.00000,0.00000,0,0.00051,0.00000,-
,TYLCMaV,15,0.00085,0.00000,-,0.00000,0.00000,0,0.00000,0.00000,0,0.00035,0.00000,-
,,30,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0
,,45 (1),0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0,0.00018,0.00121,0.149
,,45 (2),0.00000,0.00049,0,0.00085,0.00000,-,0.00000,0.00000,0,0.00000,0.00000,0
RT,TYLCSV,15,0.00045,0.00241,0.187,0.00149,0.00000,-,0.00000,0.00000,0,0.00000,0.00037,0
,,30,0.00067,0.00000,-,0.00000,0.00000,0,0.00085,0.00000,-,0.00020,0.00037,0.541
,,45 (1),0.00000,0.00243,0,0.00000,0.00000,0,0.00062,0.00351,0.177,0.00062,0.00000,-
,,45 (2),0.00046,0.00000,-,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0
,TYLCV,15,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0
,,30,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00174,0,0.00020,0.00000,-
,,45 (1),0.00000,0.00000,0,0.00000,0.00000,0,0.00068,0.00000,-,0.00057,0.00000,-
,,45 (2),0.00000,0.00000,-,0.00133,0.00000,-,0.00171,0.00000,-,0.00211,0.00000,-
,TYLCMaV,15,0.00025,0.00099,0.253,0.00067,0.00000,-,0.00000,0.00000,0,0.00016,0.00000,-
,,30,0.00098,0.00000,-,0.00000,0.00168,0,0.00000,0.00000,0,0.00014,0.00000,-
,,45 (1),0.00000,0.00000,0,0.00000,0.00000,0,0.00078,0.00000,-,0.00030,0.00000,-
,,45 (2),0.00039,0.00000,-,0.00067,0.00000,-,0.00000,0.00000,0,0.00000,0.00045,0
CB,TYLCV,15,0.00078,0.00000,-,0.00064,0.00000,-,0.00000,0.00000,0,0.00070,0.00038,1.842
,,30,0.00072,0.00000,-,0.00065,0.00182,0.357,0.00073,0.00000,-,0.00076,0.00075,1.013
,,45 (1),0.00000,0.00238,0,0.00000,0.00000,0,0.00000,0.00000,0,0.00015,0.00038,0.395
,,45 (2),0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0,0.00031,0.00000,-
,TYLCMaV,15,0.00067,0.00105,0.638,0.00000,0.00000,0,0.00150,0.00158,0.949,0.00091,0.00000,-
,,30,0.00045,0.00000,-,0.00000,0.00168,0,0.00000,0.00000,0,0.00030,0.00037,0.811
,,45 (1),0.00000,0.00084,0,0.00081,0.00000,-,0.00000,0.00158,0,0.00055,0.00037,1.486
,,45 (2),0.03800,0.00000,-,0.00356,0.00000,-,0.00000,0.00000,0,0.00078,0.00000,-
SN,TYLCSV,15,0.00000,0.00000,0,0.00000,0.00000,0,0.00068,0.00000,-,0.00040,0.00000,-
,,30,0.00047,0.00000,-,0.00000,0.00168,0,0.00095,0.00000,-,0.00056,0.00000,-
,,45 (1),0.00000,0.00000,0,0.00000,0.00000,0,0.00180,0.00388,0.464,0.00095,0.00078,1.218
,,45 (2),0.00000,0.00000,0,0.00000,0.00000,0,0.00186,0.00000,-,0.00036,0.00064,0.563
,TYLCMaV,15,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0,0.00051,0.00035,1.457
,,30,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00133,0
,,45 (1),0.00000,0.00121,0,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0
,,45 (2),0.00126,0.00000,-,0.00356,0.00000,-,0.00000,0.00000,0,0.00078,0.00000,-
