0,1,2,3,4,5,6,7,8,9,10
Table 1 Molecular masses and pI values of,,,identified proteins,,,,,,,
SpotID,Swiss Prot Accession #,Mascot Score,#,Sequence,theor. MW [kDa],MW [kDa],Δ MW [kDa],theor. pI,pI,ΔpI
,,,peptides (PSD),coverage [%],,,,,,
A-1,P04075,45(35),2,7,40,41,-1,8.3,7.5,0.8
A-2,Q6FHZ0,179(36),2,8,36,34,2,8.9,7.6,1.3
A-3,P25705,132(35),3,6,60,50,10,9.2,6.3,2.9
A-4,P25705,94(35),3,5,60,49,11,9.2,5.8,3.4
A-5,P38117,86(36),2,9,28,26,2,8.3,6.5,1.8
A-6,Q5SV24,117(35),3,5,65,63,2,9.5,7.4,2.1
B-1,P41091,71(20),1,2,52,52,0,8.7,6.4,2.3
B-2,P41091,44(35),1,2,52,50,2,8.7,7.5,1.2
B-3,Q15056,95(39),1,5,27,26,1,6.9,6.0,0.9
B-4,HCC1,57(36),1,6,24,31,-7,6.1,6.1,0.0
B-5,P22626,259(35),3,10,38,35,3,9.0,7.3,1.7
B-6,Q9NU36,48(33),1,4,29,27,2,9.1,7.2,1.9
B-7,HNRPM,121(36),4,6,78,66,12,8.9,6.8,2.1
B-8,Q96AE4,140(36),3,5,68,73,-5,7.2,5.9,1.3
B-9,Q96FE8,37(34),1,2,69,98,-29,9.4,5.6,3.8
B-10,O60925,75(36),1,9,14,14,0,6.3,5.9,0.4
C-1,P63244,282(36),4,13,36,31,5,7.6,6.1,1.5
C-2,Q4G1B8,117(42),1,6,24,25,-1,8.6,6.4,2.2
C-3,1BD9A,71(36),2,7,21,20,1,7.2,6.3,0.9
C-4,1BD9A,55(36),1,7,21,21,0,7.2,6.4,0.8
C-5,Q6FHP5,237(34),3,11,30,29,1,5.6,5.5,0.1
C-6,Q6FHP5,176(35),3,11,30,28,2,5.6,5.5,0.1
C-7,Q5EU94,95(41),1,4,33,37,-4,4.7,6.9,-2.2
D-1,Q4PL71,173(37),2,11,22,24,-2,5.4,5.3,0.1
D-2,P20535,84(38),2,15,13,14,-1,5.3,5.4,-0.1
D-3,P20642,66(38),1,9,23,25,-3,5.5,6.3,-0.8
E-1,P32119,31(28),1,5,22,21,1,5.7,5.5,0.2
E-2,P37802,158(35),3,17,23,21,2,8.5,5.9,2.6
E-3,Q4TT31,37(35),1,6,19,17,2,8.7,6.8,1.9
E-4,1AWIA,92(36),1,10,15,14,1,8.5,6.7,1.8
