0,1,2,3,4,5,6,7
,Table 7. Pairwise comparison of Coronaviridae-wide conserved domains in replicase polyprotein 1ab and overall replicase polyprotein 1ab between Tr-BatCoV HKU33,,,,,,
strain GZ151867 and other alphaCoVs.,,,,,,,
,,Pairwise Amino Acid Sequence Identity with Tr-BatCoV HKU33 Strain GZ151867 (%),,,,,
Replicase Polyprotein,,,,,,,
,,,,,AlphaCoV,,
Domain,,,,,,,Rs-BatCoV HKU32
,BtNv-AlphaCoV/SC2013,BtRf-AlphaCoV/HuB2013,BtMs-AlphaCoV/GS2013,,BatCoV/P.kuhlii/Italy,,
,,,,,,,Strain TLC28A
,,,,,206679-3/2010,,
nsp3,58.8,48.7,48.8,57.3,,49.0,
nsp5,82.5,74.2,74.5,78.8,,75.2,
nsp12,86.3,83.5,83.6,86.4,,83.7,
nsp13,87.0,79.7,80.1,82.7,,80.9,
nsp14,84.0,79.3,79.3,82.4,,78.8,
nsp15,85.8,79.6,79.0,84.7,,78.2,
nsp16,87.3,80.8,80.5,84.2,,81.2,
7 Concatenated Domains,76.3,69.2,69.1,74.4,,69.4,
Overall replicase pp1ab,73.4,62.9,63.0,71.6,,63.3,
