0,1,2,3,4,5,6,7
,HapMap*,IVIG responders,IVIG non-responder,Allelic,Genotype,Odds ratio,p-value
,,,,p-value,p-value,(OR),
All ethnic group,,(n = 277),(n = 94 ),,,,
rs2287886,,0.40,0.43,0.51,0.48,1.11,0.53
rs4804803,,0.15,0.16,0.73,0.94,1.00,0.73
rs735240,,0.42,0.38,0.36,0.09,0.92,0.37
rs11465360,,0.06,0.06,0.98,0.98,0.91,0.96
rs4804804,,0.35,0.37,0.56,0.61,0.90,0.58
Whites,,(n = 158),(n = 62),,,,
rs2287886,0.31,0.35,0.36,0.92,0.42,1.18,0.92
rs4804803,0.26,0.17,0.21,0.30,0.57,1.53,0.29
rs735240,0.45,0.46,0.41,0.31,0.23,0.65,0.31
rs11465360,0.05,0.07,0.07,0.96,0.96,0.92,0.96
rs4804804,0.31,0.35,0.35,0.96,0.57,0.88,0.96
Asians,,(n = 64),(n = 12),,,,
rs2287886,0.71,0.57,0.79,0.04,0.08,1.76,0.05
rs4804803,0.04,0.11,0.05,0.28,0.57,0.68,0.29
rs735240,0.26,0.24,0.19,0.32,0.56,0.71,0.31
rs11465360,,0.03,0.04,0.72,0.71,1.14,0.71
rs4804804,0.41,0.37,0.50,0.23,0.13,1.37,0.23
Hispanics,,(n = 55),(n = 20),,,,
rs2287886,0.36,0.33,0.42,0.34,0.19,2.21,0.34
rs4804803,,0.14,0.08,0.33,0.61,0.37,0.33
rs735240,0.44,0.48,0.43,0.54,0.22,0.53,0.53
rs11465360,,0.05,0.03,0.56,0.55,0.81,0.55
rs4804804,0.21,0.31,0.35,0.32,0.66,0.51,0.69
"*For Hispanics, the frequency from the Hapmap Mexican population is shown; OR based on the additive model",,,,,for minor allele.,,
