0,1,2,3,4,5,6,7,8,9,10
,,,Complete genome,,,Cap,,,Rep,
,,PCV-1,PCV-2,PCV-3,PCV-1,PCV-2,PCV-3,PCV-1,PCV-2,PCV-3
DNA,PCV-1,0.011,0.228,0.533,0.017,0.332,0.598,0.006,0.174,0.500
,,[0.000–0.026],[0.220–0.271],[0.528–0.543],[0.000–0.043],[0.314–0.352],[0.586–0.611],[0.000–0.070],[0.116–0.194],[0.491–0.527]
,PCV-2,0.228,0.037,0.525,0.332,0.057,0.547,0.174,0.022,0.495
,,[0.220–0.271],[0.001–0.102],[0.518–0.544],[0.314–0.352],[0.000–0.172],[0.539–0.569],[0.116–0.194],[0.000–0.056],[0.485–0.520]
,PCV-3,0.533,0.525,0.009,0.598,0.547,0.014,0.500,0.495,0.006
,,[0.528–0.543],[0.518–0.544],[0.000–0.024],[0.586–0.611],[0.539–0.569],[0.000–0.028],[0.491–0.527],[0.485–0.520],[0.000–0.034]
Amino acid,PCV-1,NA,NA,NA,0.028,0.303,0.748,0.006,0.147,0.583
,,,,,[0.000–0.071],[0.283–0.346],[0.732–0.760],[0.000–0.075],[0.088–0.194],[0.577–0.607]
,PCV-2,NA,NA,NA,0.303,0.055,0.689,0.147,0.009,0.574
,,,,,[0.283–0.346],[0.000–0.177],[0.681–0.736],[0.088–0.194],[0.000–0.075],[0.564–0.602]
,PCV-3,NA,NA,NA,0.748,0.689,0.012,0.583,0.574,0.003
,,,,,[0.732–0.760],[0.681–0.736],[0.000–0.035],[0.577–0.607],[0.564–0.602],[0.000–0.031]
